,host_name,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,reviews_per_year
7789,Kit,2529203,Fantastic 2br Full House in Soco!,12951616,no_group,78704,30.24755,-97.75498,entire home/apt,227,2,19,2015-10-27,0.25,1,188,3.0
7790,Melody,8404063,Hippie House off SoCo,44273172,no_group,78745,30.21299,-97.76714,entire home/apt,500,1,2,2015-10-26,0.03,1,0,0.36
7791,Brooks,252804,"» 3 bed, sleeps 5, 2 miles to DT",1327500,no_group,78704,30.23254,-97.75479,entire home/apt,100,30,92,2015-10-26,0.78,1,129,9.36
7792,Beverly,8342413,"Upstairs Private Sweet, S Austin",43973265,no_group,78748,30.1639,-97.85255,private room,107,2,1,2015-10-19,0.01,1,0,0.12
7793,Rebecca,5105770,Cute & Convenient East Austin Home,7314414,no_group,78722,30.29214,-97.71816,entire home/apt,170,2,2,2015-10-19,0.03,1,0,0.36
7794,David,357503,Best ACL 2015 / Austin Summer,1809146,no_group,78704,30.24838,-97.77757,entire home/apt,495,2,3,2015-10-13,0.03,1,0,0.36
7795,David,4809429,Superb West Downtown Location!,24771018,no_group,78703,30.27428,-97.75514,entire home/apt,150,1,3,2015-10-13,0.04,1,0,0.48
7796,Lusi,8502075,Stay in walking distance from ACL,43049538,no_group,78704,30.26162,-97.78127,entire home/apt,214,2,1,2015-10-13,0.01,1,0,0.12
7797,Courtney,3781742,Zilker Park 1BR w/Parking,18164258,no_group,78704,30.25979,-97.77451,entire home/apt,250,3,2,2015-10-13,0.02,1,0,0.24
7798,Joy,1731755,"Sunny, quiet eco-friendly bungalow",9123693,no_group,78745,30.22092,-97.78239,private room,106,3,10,2015-10-12,0.13,2,0,1.56
7799,Jami,2057533,ACL 700sf Apt on South Lamar 78704,4952321,no_group,78704,30.2404,-97.78635,entire home/apt,123,2,3,2015-10-12,0.04,1,0,0.48
7800,Cale,5374761,South Lamar 2Bed/2Bath w/ Parking,20915281,no_group,78704,30.23832,-97.78444,entire home/apt,210,2,4,2015-10-12,0.05,1,0,0.6000000000000001
7801,Funmi,8569523,Spacious Apartment near Downtown,2300581,no_group,78702,30.28127,-97.70655,entire home/apt,250,1,1,2015-10-11,0.01,1,0,0.12
7802,Aaron,8276110,New Apartment On South Lamar,43641216,no_group,78704,30.24384,-97.78054,private room,100,1,1,2015-10-09,0.01,1,0,0.12
7803,Wade,8648604,Have an Extra Room,3418526,no_group,78723,30.31645,-97.69894,private room,200,1,1,2015-10-08,0.01,1,0,0.12
7804,Jennifer,8301931,1 Private BR in Mueller Austin,43772214,no_group,78723,30.2934,-97.70705,private room,185,3,1,2015-10-07,0.01,1,0,0.12
7805,Carolyn,337125,"1800 Sq ft, 3-2 home in NW Austin",261883,no_group,78759,30.42035,-97.76685,private room,80,32,33,2015-10-06,0.37,1,83,4.4399999999999995
7806,Lauren,8291582,The Bubble Bungalow,406787,no_group,78751,30.30561,-97.71953,entire home/apt,100,2,1,2015-10-06,0.01,1,0,0.12
7807,Jason,5492366,2 bed/bath sleeps 6,28481369,no_group,78704,30.25563,-97.75179,entire home/apt,400,1,9,2015-10-05,0.12,1,0,1.44
7808,Kaleigh,3125271,Spacious Apt. on S. Lamar,2719428,no_group,78704,30.23806,-97.78722,entire home/apt,250,2,1,2015-10-05,0.01,2,0,0.12
7809,Greg,8241511,Downtown/Clarksville - great Condo. Walk to ACL.,5099885,no_group,78703,30.27477,-97.76204,entire home/apt,225,365,1,2015-10-05,0.01,1,0,0.12
7810,Wesley,8101620,"South Austin 78704 cottage style gem, ACL is here!",42781018,no_group,78704,30.24229,-97.76566,private room,220,2,1,2015-10-05,0.01,1,0,0.12
7811,Ryan,8609241,New Condo Steps from Zilker Park!,45293062,no_group,78704,30.26468,-97.76331,private room,160,1,1,2015-10-05,0.01,1,0,0.12
7812,Chelsea,8507456,Cozy studio close to downtown,44799252,no_group,78702,30.2634,-97.71629,entire home/apt,75,1,1,2015-10-04,0.01,1,0,0.12
7813,James,321675,3/2 House w/ Pool in Barton Hills,1142525,no_group,78704,30.25104,-97.78973,entire home/apt,500,1,13,2015-10-04,0.14,1,0,1.6800000000000002
7814,Jewel,8473216,Ladybird Boardwalk Getaway,43863800,no_group,78741,30.23071,-97.72861,entire home/apt,140,1,2,2015-10-02,0.03,1,0,0.36
7815,Eric,8383427,Upscale condo in heart of Austin!,22815932,no_group,78703,30.28931,-97.76839,entire home/apt,250,3,1,2015-09-30,0.01,1,0,0.12
7816,Edgar,8284053,Charming Condo in South Austin,8870363,no_group,78741,30.22774,-97.725,entire home/apt,136,1,2,2015-09-28,0.03,1,0,0.36
7817,Alexandra,4226176,Trendy east downtown apartment,7352542,no_group,78702,30.27085,-97.73234,entire home/apt,175,1,3,2015-09-27,0.04,1,0,0.48
7818,,8214182,Private room  in all female housing,21556779,no_group,78741,30.22839,-97.72529,private room,27,1,4,2015-09-24,0.06,1,0,0.72
7819,Russell,1887570,Stunning downtown Austin loft,9797006,no_group,78703,30.26975,-97.75081,entire home/apt,764,2,1,2015-09-21,0.01,1,0,0.12
7820,Eric,2914322,"Bouldin Modern (SXSW,ACL,downtown)",3394736,no_group,78704,30.25442,-97.75609,entire home/apt,500,3,6,2015-09-12,0.09,1,0,1.08
7821,Kesten,7881350,1 or 2 bedrooms luxury apt w pool,41545628,no_group,78730,30.35834,-97.79475,entire home/apt,60,1,2,2015-08-28,0.03,4,0,0.36
7822,James,6288166,Comfortable House near UT Campus,32689270,no_group,78756,30.31948,-97.7413,entire home/apt,100,1,2,2015-08-28,0.03,1,0,0.36
7823,Jocelyn,6330479,Charming Townhome,31380978,no_group,78741,30.23229,-97.71339,private room,40,1,2,2015-08-17,0.03,1,0,0.36
7824,Benjamin,4886987,Room in Modern Home in Soco SXSW,5356163,no_group,78704,30.23359,-97.76673,private room,125,5,2,2015-08-14,0.04,2,189,0.48
7825,,4356661,1 BR 1 Bath DT Apt [W/D in unit],21791967,no_group,78704,30.25492,-97.74532,entire home/apt,75,1,1,2015-08-13,0.01,1,0,0.12
7826,Tara,6690195,Cozy 1 bedroom Soco Apt,35016589,no_group,78745,30.21971,-97.77189,entire home/apt,69,1,10,2015-08-07,0.14,1,0,1.6800000000000002
7827,Joyce,2447244,Bouldin Creek Cottage - MINIMUM 3 MONTH RENTAL,7764443,no_group,78704,30.24202,-97.75405,entire home/apt,120,30,9,2015-08-04,0.1,1,249,1.2000000000000002
7828,Caroline,7180621,Steiner Ranch in Hill Country,37615853,no_group,78732,30.3814,-97.87849,private room,47,1,5,2015-08-03,0.07,1,0,0.8400000000000001
7829,Matt,5603014,Perfect For ATX Summer Interns,29047848,no_group,78705,30.29277,-97.74653,entire home/apt,40,1,3,2015-08-01,0.04,1,0,0.48
7830,Paxton,4144319,Quaint Apartment Near Downtown,16870173,no_group,78741,30.23755,-97.71685,private room,30,1,1,2015-07-25,0.01,1,0,0.12
7831,Kaley,4012735,Cozy spot in Charming Clarksville,1710670,no_group,78703,30.28466,-97.75986,private room,50,4,2,2015-07-18,0.03,1,0,0.36
7832,Hailey M,5445877,Cozy Private Room In Hyde Park,28247016,no_group,78751,30.30312,-97.72393,private room,65,1,6,2015-07-06,0.08,1,0,0.96
7833,Scarlett,2147231,3br House South Congress 2 queen size beds SOCO,10960502,no_group,78745,30.21025,-97.76604,entire home/apt,80,30,12,2015-07-01,0.16,1,0,1.92
7834,Jennifer,6625929,Spacious+Modern  w/ TV+Car Garage,34680054,no_group,78704,30.22544,-97.76379,entire home/apt,120,2,2,2015-07-01,0.03,1,0,0.36
7835,Regina & Family,2406879,Stay in Texas Hill Country,12303203,no_group,78734,30.35747,-97.96431,private room,72,2,19,2015-06-22,0.23,1,0,2.7600000000000002
7836,Paul,4446513,Beautiful Brand New Condo,8197854,no_group,78702,30.27652,-97.71063,entire home/apt,629,1,2,2015-06-09,0.03,1,363,0.36
7837,Nora,6404272,West Campus - UT area,328691,no_group,78705,30.28941,-97.74821,private room,35,1,1,2015-05-26,0.01,1,0,0.12
7838,Stephen,3882984,Downtown Condo at 2020 S Congress with Pool & Gym,1707903,no_group,78704,30.24357,-97.75246,entire home/apt,100,90,3,2015-05-26,0.04,2,348,0.48
7839,Fiona,4998371,The Purple Pussy Palace!,985723,no_group,78723,30.28885,-97.67078,private room,99,15,8,2015-05-24,0.1,1,0,1.2000000000000002
7840,Matt,5631123,Private room in SOLA,28016525,no_group,78704,30.2435,-97.77979,entire home/apt,70,1,1,2015-05-23,0.01,2,0,0.12
7841,Eli,4538217,The Cathédrale,22773046,no_group,78723,30.31706,-97.6831,entire home/apt,10000,30,3,2015-05-23,0.04,1,0,0.48
7842,Holly,2310024,Luxury Downtown Austin Apartment,11795334,no_group,78701,30.26966,-97.73411,entire home/apt,175,1,35,2015-05-12,0.4,1,0,4.800000000000001
7843,Emily,5442748,Peaceful Oasis off South Congress!,11507537,no_group,78704,30.24304,-97.75468,entire home/apt,179,2,5,2015-04-26,0.07,1,0,0.8400000000000001
7844,Hailey,5424528,SXSW 1BR 1BA North Campus/Hype Park,12461557,no_group,78705,30.2975,-97.73916,entire home/apt,150,1,1,2015-03-26,0.01,1,0,0.12
7845,Jw,2502288,"Private Room w/ Bath, Easy Commute",12808722,no_group,78705,30.29676,-97.74621,private room,115,2,2,2015-03-25,0.02,1,0,0.24
7846,Tracy,5251742,Colorful & Eclectic near downtown,3132118,no_group,78704,30.23929,-97.7843,entire home/apt,51,6,3,2015-03-24,0.08,1,0,0.96
7847,Gretchen,316630,"Hip, convenient home in 78704!",1626165,no_group,78704,30.25472,-97.75562,entire home/apt,400,3,9,2015-03-24,0.08,1,0,0.96
7848,Alejandro,5632201,Awesome space 10 min from DT,29191548,no_group,78751,30.30219,-97.73395,private room,80,1,2,2015-03-23,0.03,1,0,0.36
7849,Karen,5647599,SXSW Bungalow!!  10 mins from DT,29238839,no_group,78731,30.30929,-97.75231,entire home/apt,125,1,1,2015-03-23,0.01,1,0,0.12
7850,Jacob,5652198,"SXSW! Not heaven, but cheap. (1)",29292553,no_group,78741,30.23216,-97.72807,shared room,75,1,3,2015-03-23,0.04,1,0,0.48
7851,Ryan,5415298,Great Hyde Park Loc during SXSW!,28073297,no_group,78756,30.31153,-97.74386,entire home/apt,175,1,2,2015-03-23,0.03,1,0,0.36
7852,Julia,5512398,Big private room in a coop,28593146,no_group,78705,30.29126,-97.74542,private room,100,1,2,2015-03-23,0.03,1,0,0.36
7853,Paul,5431978,10 mins from Austin downtown,14104106,no_group,78731,30.35742,-97.74912,entire home/apt,100,1,1,2015-03-23,0.01,1,0,0.12
7854,Jessica,5706852,Eclectic Space on South Congress,29586907,no_group,78704,30.24014,-97.75303,shared room,70,1,1,2015-03-23,0.01,1,0,0.12
7855,Jenifer,5217975,GREAT GROUP HOUSE  FOR SXSW!!!,3638285,no_group,78745,30.1873,-97.77809,entire home/apt,325,2,1,2015-03-23,0.01,1,0,0.12
7856,Timothy,2189688,Modern loft in the heart of E 6th,11167488,no_group,78702,30.25956,-97.72919,entire home/apt,479,31,1,2015-03-23,0.01,1,89,0.12
7857,Morgan,5329813,"Updated 3 Bed 3 Bath, Close to SXSW",27620162,no_group,78741,30.23557,-97.71059,entire home/apt,215,3,1,2015-03-23,0.01,1,0,0.12
7858,Melissa,5430429,Walk to DT: SXSW small place w yard,12830900,no_group,78702,30.27468,-97.72352,entire home/apt,375,2,1,2015-03-23,0.01,1,0,0.12
7859,Lindsey,5319080,Come stay on Mellow Meadows,27556157,no_group,78750,30.45988,-97.79916,entire home/apt,170,1,2,2015-03-23,0.03,1,0,0.36
7860,Pepper,5251485,Hostel style Farm House,27179996,no_group,78744,30.1997,-97.73786,shared room,53,2,1,2015-03-23,0.01,1,0,0.12
7861,Beth,5447513,SXSW room & private bath (South),28257291,no_group,78745,30.22244,-97.80487,private room,100,1,1,2015-03-23,0.01,1,0,0.12
7862,Adrian,5440292,Master Bedroom for SXSW,28219130,no_group,78727,30.4189,-97.728,private room,75,1,1,2015-03-22,0.01,1,0,0.12
7863,Nathan,5527298,SXSW RENTAL:KILLER LOCATION:3BED2BA,28666346,no_group,78704,30.23617,-97.74712,entire home/apt,349,2,2,2015-03-22,0.03,1,0,0.36
7864,Samuel,5612495,1BD with Boardwalk Access,29093891,no_group,78741,30.24771,-97.73127,entire home/apt,141,2,3,2015-03-22,0.04,1,0,0.48
7865,Terry,931667,Quiet and Convenient for SXSW,3084105,no_group,78704,30.24605,-97.74351,entire home/apt,300,2,6,2015-03-22,0.06,1,0,0.72
7866,Charlie,5617119,Great location for ACL!,13716533,no_group,78704,30.25516,-97.74426,entire home/apt,375,2,2,2015-03-22,0.03,1,0,0.36
7867,Jessie,5293720,Charming East Austin SXSW Getaway,22860887,no_group,78722,30.28512,-97.72343,entire home/apt,415,2,1,2015-03-22,0.01,1,0,0.12
7868,Noah,5406277,East side 3br 2.5ba house for ACL!,28026036,no_group,78702,30.27799,-97.70229,entire home/apt,239,5,1,2015-03-22,0.01,1,0,0.12
7869,Nicole,4235207,18th and West Ave bed&bath in 2/2,4496779,no_group,78705,30.28305,-97.74615,private room,350,1,1,2015-03-22,0.01,1,0,0.12
7870,Sarah,5652310,Single Room for Rent,28835944,no_group,78748,30.18268,-97.79659,private room,99,1,1,2015-03-21,0.01,1,0,0.12
7871,Errol,5318697,"Cozy 1BD, 5 minutes from Downtown.",27553710,no_group,78705,30.29296,-97.7416,entire home/apt,195,1,1,2015-03-21,0.01,1,0,0.12
7872,Avery,2461349,West Campus Co-op Perfect for SXSW!,12586038,no_group,78705,30.2926,-97.74416,shared room,120,1,1,2015-03-21,0.01,1,0,0.12
7873,Paolo,5241591,Spacious South Austin Charmer,27127362,no_group,78745,30.18627,-97.81457,private room,100,5,1,2015-03-21,0.01,1,0,0.12
7874,Ann,4402297,FFF/ACL Austin Family Getaway,6608793,no_group,78745,30.20118,-97.80814,entire home/apt,196,2,1,2015-03-20,0.01,1,0,0.12
7875,Jennifer,5363622,"Cozy, Canyon View 2/2 for SXSW",2525712,no_group,78759,30.39746,-97.75073,entire home/apt,200,3,1,2015-03-20,0.01,1,0,0.12
7876,Annecy,4148428,Lovely Clarksville Fourplex,21520519,no_group,78703,30.28304,-97.76116,entire home/apt,450,1,2,2015-03-20,0.02,1,365,0.24
7877,Hicham,5592752,Huge 2 bed 2 Bath Apt for SXSW,18197195,no_group,78705,30.29344,-97.73404,entire home/apt,230,1,2,2015-03-20,0.03,1,0,0.36
7878,Marta,5587184,Cute East Austin Room,28969012,no_group,78723,30.29681,-97.68761,private room,80,1,1,2015-03-20,0.01,1,0,0.12
7879,Alex,5572837,Full 3 Bed Apt- 5 minutes from SXSW,28894607,no_group,78705,30.28582,-97.74803,entire home/apt,499,1,1,2015-03-19,0.01,1,0,0.12
7880,Darien,5546393,SWSW -- South Congress Apt,28756857,no_group,78704,30.25366,-97.74658,entire home/apt,300,1,1,2015-03-19,0.01,1,0,0.12
7881,Erin,5432556,East Austin-Beautiful Private Room!,28180379,no_group,78702,30.27209,-97.71456,private room,144,3,1,2015-03-19,0.01,1,0,0.12
7882,Kristina,5509889,Perfect SXSW Apt Zilker/Downtown,28577999,no_group,78746,30.25705,-97.79578,entire home/apt,125,3,1,2015-03-19,0.01,1,0,0.12
7883,Jeremy,319887,Quaint East Austin 2BR SXSW 2016,1640158,no_group,78702,30.25328,-97.72968,entire home/apt,694,4,2,2015-03-18,0.02,1,0,0.24
7884,Brian,5670682,2-Bed Room in West Campus,24338006,no_group,78705,30.28677,-97.746,private room,80,1,1,2015-03-18,0.01,1,0,0.12
7885,Kat,5414027,East Side Texan Charmer,93230,no_group,78722,30.29175,-97.71228,private room,200,3,1,2015-03-18,0.01,1,0,0.12
7886,Shelbie,5239779,Studio Available for SXSW,27116853,no_group,78703,30.27505,-97.7587,entire home/apt,500,2,2,2015-03-18,0.03,1,0,0.36
7887,Sarah,5402363,Hyde Park 1 Bedroom,5738721,no_group,78705,30.30124,-97.73905,entire home/apt,225,1,1,2015-03-18,0.01,1,0,0.12
7888,Matt,5148991,Great SoSo 2/1!  Recently remodeled,26621863,no_group,78704,30.23963,-97.75897,entire home/apt,196,3,1,2015-03-18,0.01,1,0,0.12
7889,Steven,5251600,Downtown East Side Bungalow,19083042,no_group,78702,30.26052,-97.73343,entire home/apt,999,3,1,2015-03-18,0.01,1,0,0.12
7890,Sebastian,2367942,Private Summer Bedroom w/BR,3197761,no_group,78703,30.2685,-97.75655,private room,150,2,1,2015-03-18,0.01,1,0,0.12
7891,Cari,5205396,Austin at your doorstep!,26928797,no_group,78704,30.24755,-97.7474,entire home/apt,110,2,2,2015-03-17,0.03,1,0,0.36
7892,Carrie,5499816,Cozy Eastside Bungalow,14062873,no_group,78702,30.26457,-97.71554,entire home/apt,450,3,1,2015-03-17,0.01,1,188,0.12
7893,Nate,5602667,Comfortable Studio Near Downtown,12512956,no_group,78751,30.31197,-97.73021,entire home/apt,125,1,1,2015-03-17,0.01,1,0,0.12
7894,Julian,5049688,Cute Modern East Home for SXSW!,4678938,no_group,78721,30.27334,-97.67696,entire home/apt,200,2,1,2015-03-17,0.01,1,0,0.12
7895,Theresa,5295462,West Aust  studio WALK TO ACL,1782327,no_group,78703,30.2831,-97.77044,entire home/apt,180,2,2,2015-03-17,0.06,2,0,0.72
7896,Keith,5136870,East Central Home Beds for 10,25989423,no_group,78702,30.27723,-97.71242,entire home/apt,900,4,1,2015-03-17,0.01,2,0,0.12
7897,Kelsey,5491054,Cozy Oasis in the Heart of SXSW,28472821,no_group,78702,30.27448,-97.70885,private room,100,1,2,2015-03-16,0.03,1,0,0.36
7898,Zac,5516786,New Resort Style Apt Great for SXSW,16719866,no_group,78741,30.24401,-97.72731,entire home/apt,313,3,1,2015-03-16,0.01,1,0,0.12
7899,Emily,5297978,Travis Heights Duplex,12775709,no_group,78704,30.2393,-97.73958,entire home/apt,425,1,1,2015-03-16,0.01,1,0,0.12
7900,Trevor,2519952,Townhome in Hyde Park,7025084,no_group,78751,30.30513,-97.72406,entire home/apt,200,1,1,2015-03-15,0.01,1,0,0.12
7901,Diana,5641624,"Private Room , Minutes from SXSW!",27968003,no_group,78705,30.29173,-97.74494,private room,150,1,1,2015-03-15,0.01,2,0,0.12
7902,Judah,5524728,Zilker Two Bedroom,15587254,no_group,78751,30.30923,-97.73157,entire home/apt,249,1,1,2015-03-04,0.01,1,0,0.12
7903,Gigi,403090,Enjoy Rm in Artist's Hm N BEST AREA,1752493,no_group,78704,30.24699,-97.76343,entire home/apt,88,3,24,2015-03-02,0.24,3,0,2.88
7904,Dallas,5211169,Simple/clean private Bedroom/ Bath,20617057,no_group,78745,30.2039,-97.78423,private room,30,99,2,2015-02-08,0.03,1,90,0.36
7905,Valentina,4628659,The Winehouse above Barton Springs,4882441,no_group,78704,30.2616,-97.76557,entire home/apt,156,4,1,2014-12-16,0.01,2,99,0.12
7906,Cody,2457749,Heart of South Austin - 78704,9093395,no_group,78704,30.24243,-97.77869,entire home/apt,165,90,2,2014-11-07,0.02,2,219,0.24
7907,Atif,2227288,"Private room, mins from Zilker and the greenbelt",11366658,no_group,78746,30.25611,-97.79028,private room,102,3,2,2014-10-15,0.02,1,0,0.24
7908,Benjamin,978566,Furnished Modern Home Soco SXSW,5356163,no_group,78704,30.23074,-97.76497,private room,260,5,3,2014-10-14,0.03,2,189,0.36
7909,Rachel,3154788,perfect south lamar suite! 78704,175669,no_group,78704,30.23888,-97.77393,private room,105,30,4,2014-09-28,0.05,2,190,0.6000000000000001
7910,Jason,2461046,SOUTH AUSTIN ARTIST PAD,12584341,no_group,78704,30.24271,-97.78152,entire home/apt,125,3,1,2014-05-28,0.01,1,0,0.12
7911,Anna,2380227,East Austin home walkable/bikeable to SXSW!,1878090,no_group,78702,30.25466,-97.71991,entire home/apt,475,1,1,2014-03-19,0.01,1,0,0.12
7912,Brandi,2454131,2bed/2bath *4 MILES* from Downtown!,12549104,no_group,78704,30.23478,-97.78802,entire home/apt,300,1,1,2014-03-18,0.01,1,0,0.12
7913,Peter,2501144,Room Downtown for SXSW!,12223312,no_group,78702,30.26502,-97.70161,private room,100,1,1,2014-03-18,0.01,1,0,0.12
7914,Christina,2277691,Modern S. Austin home 3 bed/2 bath,9060478,no_group,78745,30.21955,-97.79577,entire home/apt,400,3,2,2014-03-17,0.02,1,362,0.24
7915,John,367789,Completely Renovated Mid Century,1856695,no_group,78703,30.30549,-97.77147,entire home/apt,2150,4,1,2014-03-17,0.01,1,0,0.12
7916,Stacy,2488935,East Austin SXSW,965847,no_group,78702,30.27734,-97.7131,entire home/apt,650,3,1,2014-03-17,0.01,1,0,0.12
7917,Alex,1777542,Spacious townhouse perfect for SXSW,8752986,no_group,78741,30.23322,-97.73246,private room,300,1,1,2014-03-14,0.01,1,365,0.12
7918,Brandon,662245,2B/2B Condo in Downtown Austin,3343870,no_group,78703,30.26869,-97.75165,entire home/apt,493,5,2,2014-03-13,0.02,1,0,0.24
7919,Susan,381240,Urban condo walk to SoCO/downtown,1887493,no_group,78704,30.2538,-97.74359,entire home/apt,550,5,3,2014-03-13,0.06,1,263,0.72
7920,Andrew,1578787,SXSW DEAL Rustic Downtown Cottage,8395205,no_group,78702,30.27519,-97.72981,entire home/apt,425,1,1,2014-03-12,0.01,1,362,0.12
7921,Samuel,1668551,SOCO House w/ Private Outdoor Space,2492382,no_group,78704,30.24149,-97.74938,entire home/apt,450,1,1,2014-03-12,0.01,1,365,0.12
7922,Marnie,167459,SXSW and ACL 4 bedroom in Austin!,628942,no_group,78746,30.27767,-97.79126,entire home/apt,800,3,7,2014-03-12,0.07,1,344,0.8400000000000001
7923,JoAnn,2384420,Penthouse Lake View Near Downtown,12179673,no_group,78753,30.36894,-97.68091,entire home/apt,900,1,1,2014-03-12,0.01,1,0,0.12
7924,Mary K.,763084,SXSW Central Austin Home,4022974,no_group,78703,30.29624,-97.77349,entire home/apt,1999,3,1,2014-03-11,0.01,1,365,0.12
7925,Adriana,2424756,"House for 2, 10 min walk to SXSW",12392398,no_group,78704,30.25786,-97.75266,entire home/apt,135,1,1,2014-03-10,0.01,1,0,0.12
7926,Chelsey,1781521,Southern Comfort,9351276,no_group,78704,30.23881,-97.77685,private room,100,1,2,2014-01-21,0.02,1,0,0.24
7927,Vyjayanthi,1990225,"SXSW, pool, friendly hostesses!",890453,no_group,78704,30.23974,-97.78969,private room,179,2,3,2014-01-03,0.03,1,0,0.36
7928,Pamela,563735,Zen Modern Home Near Downtown AUS,2771838,no_group,78704,30.25289,-97.79371,private room,55,30,1,2013-10-07,0.01,1,260,0.12
7929,Puru,942843,Enjoy SXSW and ACL in quiet comfort,5099514,no_group,78753,30.38216,-97.67033,entire home/apt,225,3,1,2013-07-31,0.01,1,69,0.12
7930,Trey,356675,Midcentury Modern in Central Austin,1805253,no_group,78703,30.3054,-97.76974,entire home/apt,1050,30,2,2013-06-01,0.02,1,0,0.24
7931,John,315239,Very convenient for SxSW,1617870,no_group,78745,30.21467,-97.77901,entire home/apt,600,3,2,2013-03-22,0.02,1,362,0.24
7932,Matt & Ali,887185,Comfy Tarrytown Home - Close to Downtown,4704158,no_group,78703,30.2913,-97.76792,entire home/apt,250,30,1,2013-03-18,0.01,1,125,0.12
7933,David,775192,Private Bedroom/Bathroom SE Austin,2438977,no_group,78741,30.23746,-97.7099,private room,265,1,2,2013-03-18,0.02,1,365,0.24
7934,Ryan,925980,Luxury Hill Country Condo Awaits...,3175045,no_group,78749,30.22547,-97.86482,private room,5021,3,2,2013-03-14,0.03,1,0,0.36
7935,Kerstin,916900,2br E Austin home in heart of SXSW!,1752578,no_group,78702,30.25526,-97.73167,entire home/apt,425,3,2,2013-03-14,0.02,1,0,0.24
7936,Perry,649833,SXSW Downtown Austin 94 Walk Score,3262147,no_group,78701,30.27508,-97.75095,entire home/apt,899,3,1,2013-03-13,0.01,1,362,0.12
7937,Rick,772700,Lovely Bungalow Central/East Austin,1132515,no_group,78722,30.28554,-97.71977,entire home/apt,350,3,1,2013-03-13,0.01,1,158,0.12
7938,Daniel,978089,Private Bedroom for SXSW,5352009,no_group,78722,30.28573,-97.72013,private room,200,1,1,2013-03-12,0.01,1,0,0.12
7939,Jai,356719,Cozy and Modern Home,1805524,no_group,78723,30.30571,-97.69464,entire home/apt,300,2,1,2012-11-20,0.01,1,0,0.12
7940,Amber,347935,for formula one only...,1763742,no_group,78704,30.25152,-97.76212,entire home/apt,643,5,1,2012-03-18,0.01,1,0,0.12
7941,Mykel,353955,SXSW Luxury 2 Bedroom appt!,1792021,no_group,78746,30.34574,-97.80069,entire home/apt,225,3,1,2012-03-15,0.01,1,0,0.12
7942,D,334616,Great SXSW East Central Apartment,608539,no_group,78741,30.24481,-97.72379,entire home/apt,250,1,2,2012-03-14,0.02,1,0,0.24
7943,Gloria,247770,Lovely House In Hip East Austin,1298575,no_group,78723,30.30339,-97.68465,entire home/apt,175,2,1,2012-03-13,0.01,1,0,0.12
7944,Leslie,77347,Room or rooms,382265,no_group,78733,30.33877,-97.882,private room,104,2,0,,,1,221,
7945,Merlyn,80725,Central Austin Home,436771,no_group,78703,30.28251,-97.76874,entire home/apt,150,30,0,,,1,0,
7946,Denise,314152,2 bdrm Condo at  360 Bridge,1614097,no_group,78730,30.35672,-97.79621,entire home/apt,350,4,0,,,1,0,
7947,Mark,324480,Charming Central Austin Apartment,1660476,no_group,78705,30.29905,-97.73881,entire home/apt,82,30,0,,,2,313,
7948,Sandra,331549,One Room with Private Bathroom,1690383,no_group,78725,30.23911,-97.58625,private room,100,2,0,,,1,0,
7949,Ashly,333114,House for rent in  North Austin,1697428,no_group,78754,30.37019,-97.65419,private room,109,1,0,,,1,0,
7950,Shanti,340045,Greenbelt Professional Loft,1725752,no_group,78746,30.25937,-97.79249,entire home/apt,400,4,0,,,1,365,
7951,Julie,351865,French country charming room/bath,1782559,no_group,78754,30.33345,-97.64937,private room,75,1,0,,,1,0,
7952,Joan,355328,SXSW - musician's home,1798834,no_group,78704,30.23928,-97.77907,entire home/apt,100,1,0,,,1,0,
7953,Kathy,358643,Entertainers Delight Close to SOCO,1815367,no_group,78704,30.22971,-97.76695,entire home/apt,800,1,0,,,1,0,
7954,Chris,362460,SXSW  Bungalow Available 2/1,1831617,no_group,78756,30.31744,-97.74547,entire home/apt,625,4,0,,,1,365,
7955,Sarah,369090,SXSW Walk to Downtown. 2br Apt.,1861886,no_group,78704,30.25858,-97.75181,entire home/apt,650,1,0,,,1,0,
7956,Clint,517378,South Austin Condo with Great View,2546917,no_group,78745,30.20976,-97.81729,entire home/apt,250,1,0,,,1,0,
7957,Joseph,676963,NEW Luxury Downtown Apartment,3441494,no_group,78703,30.26906,-97.75287,entire home/apt,1000,1,0,,,1,365,
7958,Chad,683558,Austin Mid Century Modern for SXSW,3484128,no_group,78746,30.27294,-97.79612,entire home/apt,2000,3,0,,,1,0,
7959,Alana,693890,"Beautiful duplex, perfect for SXSW!",3547591,no_group,78704,30.24313,-97.74225,entire home/apt,545,2,0,,,1,0,
7960,Ryan,698373,Walk to SXSW - Downtown Studio!!,3579720,no_group,78704,30.25689,-97.74658,private room,250,3,0,,,1,0,
7961,David,699485,1 rm in house - 10 mi from SXSW!!,3587826,no_group,78745,30.19411,-97.78186,entire home/apt,400,1,0,,,1,0,
7962,David,701300,Charming garden home for F1 weekend,3598921,no_group,78759,30.37102,-97.74446,entire home/apt,1250,2,0,,,1,0,
7963,Courtney,702474,"South Central Apartment, Formula 1",3605974,no_group,78704,30.2307,-97.76556,private room,300,1,0,,,1,0,
7964,Brent,706950,Walk to Zilker - 4 bedroom 3.5 bath,3633458,no_group,78703,30.28243,-97.77596,entire home/apt,2250,5,0,,,1,0,
